66415,55094
66584,55796
59717,57553
61860,55144
63569,60804
58810,55758
58201,54619
60467,57457
57202,51831
60473,57459
57772,58756
60201,57472
62796,57462
60726,53696
60314,57479
67191,57176
61218,57039
60003,57531
62791,59389
60196,60442
59185,56905
60144,57269
62971,55810
66143,60356
59755,55673
60118,58258
56270,57059
60510,56342
60721,57506
56882,57020
61248,51800
58924,57377
62557,55108
56023,50015
62622,56968
61066,55170
59742,56994
60058,59953
60416,55500
61387,55042
61731,55194
62572,57946
60630,56670
63855,55880
58217,63038
54405,57778
63129,57835
56157,62174
60497,57477
60528,55613
61791,59229
55590,64040
52655,50941
60384,57239
59863,61990
60335,58926
65745,56775
61427,59925
57849,63143
64517,59520
68801,53353
65647,57300
54002,56388
59741,53836
61354,57473
62869,54244
60415,57419
60312,49798
60585,53331
59617,52955
61033,55262
59818,53147
62043,51169
60020,62207
60302,57799
51561,54064
60654,57437
59349,62311
60708,59550
58372,56314
61604,53380
62445,58462
60443,57466
62570,66014
60137,57983
56514,55730
63941,53790
61279,53749
58365,65218
59980,59648
60525,57327
60673,60135
61104,57181
57544,56851
61632,52951
60592,57253
60928,58678
64735,57919
60692,57142
56292,55922
68035,62081
70710,60146
60429,57436
61491,60094
61150,50322
60378,57447
55174,58876
54603,57042
56919,55930
68871,56875
60406,57409
60680,57210
58859,62259
61384,53416
57626,54723
59707,56819
60133,57160
60601,56942
59339,55976
59316,62272
60979,53298
71264,60754
58504,50509
52596,56568
66032,58590
60760,57395
60400,57358
59148,57108
61386,58508
64546,66047
53857,65464
55542,60455
59762,58622
58609,56744
54523,53982
64908,57573
59912,61697
56376,55945
61771,61393
61886,57724
56718,56004
63662,53330
56036,56791
59501,63284
60587,55064
60435,57342
60067,59954
59689,57947
61494,54097
60441,57140
60369,57358
65819,56874
59875,58294
67126,59025
59331,53408
65798,45340
60855,59027
62300,50805
60190,56939
64103,59307
58965,64049
56756,57395
55907,57008
63943,58815
56660,53759
56857,57933
66065,61503
66763,57116
59679,52993
60611,61784
61606,59077
60287,52786
57133,59414
60216,54391
60510,57330
54664,56004
58519,55501
65174,58947
58911,53657
58205,54312
69096,55595
60903,55243
63212,54141
60344,63059
62826,61621
57724,57407
60409,57439
60791,57655
60066,63889
60011,53907
63118,56546
69564,65223
61944,56749
61319,57194
56742,58000
59058,62331
60628,67024
58517,57413
63496,57902
61461,57443
59306,57918
60693,57640
60658,57387
59408,62946
68369,58151
60153,57718
60305,58981
61656,61900
60746,47708
61158,57263
57971,56835
60288,59524
60003,55713
60591,57952
57977,56869
60632,54435
60595,57372
60614,57507
66747,57057
58004,56500
59780,57611
61026,57442
79794,31973
80503,31746
80116,32229
84669,42903
80149,32224
80608,32663
81065,32946
80131,30060
80039,30994
80163,31896
79919,31421
79525,29648
80769,32054
80046,32682
80117,32044
80978,32690
82658,36693
80442,31216
78800,29226
80118,31619
37827,81634
40623,81307
40147,78537
44865,84799
43444,82286
36919,73489
41324,77159
36941,73339
37856,78967
42419,78005
41599,77667
42135,79912
43265,78377
38303,78800
41437,77125
42526,77366
46913,81097
44297,80302
34707,80358
41279,80318
35287,80795
44228,75519
41643,78615
41970,79344
42296,82159
40000,78944
42958,77562
45756,78824
41541,78582
38955,75070
41559,78649
44344,78397
40479,74921
38939,73076
47348,84709
49161,77899
43748,78513
45257,84812
41719,77824
40598,78743
43756,79432
42031,79433
41896,74659
46942,82261
39768,76290
41814,79009
40728,79887
36031,77867
47379,79516
44519,76383
44653,82892
41001,73270
39654,81593
40769,71859
41709,79254
44226,75405
41152,78465
40781,76581
39402,80391
48113,78141
39611,79461
45853,78667
41972,78972
42447,78155
37772,72734
44833,78944
41222,78745
40874,82489
41701,77486
39527,78669
41254,80662
41210,73592
