66415,550946
66584,557965
59717,575538
61860,551446
63569,608046
58810,557588
58201,546191
60467,574577
57202,518313
60473,574591
57772,587566
60201,574722
62796,574625
60726,536961
60314,574795
67191,571761
61218,570393
60003,575310
62791,593892
60196,604428
59185,569051
60144,572693
62971,558104
66143,603567
59755,556737
60118,582584
56270,570596
60510,563429
60721,575069
56882,570203
61248,518009
58924,573777
62557,551084
56023,500154
62622,569687
61066,551701
59742,569940
60058,599535
60416,555003
61387,550423
61731,551945
62572,579460
60630,566708
63855,558807
58217,630383
54405,577786
63129,578351
56157,621747
60497,574773
60528,556134
61791,592293
55590,640401
52655,509417
60384,572396
59863,619900
60335,589262
65745,567754
61427,599251
57849,631434
64517,595209
68801,533535
65647,573007
54002,563888
59741,538362
61354,574733
62869,542447
60415,574191
60312,497987
60585,533310
59617,529556
61033,552628
59818,531473
62043,511694
60020,622079
60302,577991
51561,540643
60654,574376
59349,623110
60708,595500
58372,563146
61604,533807
62445,584622
60443,574666
62570,660145
60137,579831
56514,557305
63941,537903
61279,537497
58365,652182
59980,596484
60525,573272
60673,601356
61104,571814
57544,568511
61632,529516
60592,572533
60928,586782
64735,579190
60692,571420
56292,559223
68035,620811
70710,601463
60429,574368
61491,600946
61150,503220
60378,574474
55174,588768
54603,570429
56919,559307
68871,568754
60406,574091
60680,572101
58859,622592
61384,534167
57626,547239
59707,568196
60133,571609
60601,569426
59339,559764
59316,622725
60979,532982
71264,607541
58504,505097
52596,565687
66032,585901
60760,573951
60400,573587
59148,571087
61386,585089
64546,660478
53857,654649
55542,604551
59762,586226
58609,567445
54523,539822
64908,575733
59912,616977
56376,559454
61771,613939
61886,577243
56718,560044
63662,533309
56036,567914
59501,632844
60587,550640
60435,573425
60067,599545
59689,579476
61494,540976
60441,571400
60369,573585
65819,568743
59875,582942
67126,590258
59331,534085
65798,453405
60855,590278
62300,508050
60190,569391
64103,593074
58965,640498
56756,573952
55907,570088
63943,588155
56660,537592
56857,579335
66065,615038
66763,571164
59679,529933
60611,617846
61606,590779
60287,527864
57133,594145
60216,543919
60510,573307
54664,560043
58519,555011
65174,589474
58911,536573
58205,543124
69096,555952
60903,552436
63212,541413
60344,630598
62826,616214
57724,574073
60409,574392
60791,576556
60066,638890
60011,539079
63118,565466
69564,652231
61944,567491
61319,571942
56742,580005
59058,623314
60628,670243
58517,574133
63496,579020
61461,574437
59306,579188
60693,576409
60658,573873
59408,629464
68369,581516
60153,577183
60305,589818
61656,619007
60746,477085
61158,572630
57971,568354
60288,595245
60003,557139
60591,579526
57977,568698
60632,544357
60595,573728
60614,575076
66747,570571
58004,565009
59780,576113
61026,574422
79794,319734
80503,317469
80116,322298
84669,429031
80149,322249
80608,326636
81065,329468
80131,300606
80039,309948
80163,318965
79919,314215
79525,296488
80769,320548
80046,326821
80117,320442
80978,326904
82658,366934
80442,312164
78800,292268
80118,316191
37827,816341
40623,813072
40147,785370
44865,847994
43444,822866
36919,734895
41324,771595
36941,733394
37856,789670
42419,780052
41599,776671
42135,799127
43265,783776
38303,788008
41437,771258
42526,773661
46913,810971
44297,803024
34707,803582
41279,803180
35287,807952
44228,755194
41643,786159
41970,793447
42296,821595
40000,789447
42958,775621
45756,788245
41541,785827
38955,750700
41559,786499
44344,783977
40479,749210
38939,730768
47348,847098
49161,778997
43748,785130
45257,848127
41719,778243
40598,787439
43756,794323
42031,794333
41896,746595
46942,822619
39768,762902
41814,790096
40728,798870
36031,778673
47379,795167
44519,763833
44653,828924
41001,732704
39654,815936
40769,718592
41709,792545
44226,754050
41152,784658
40781,765816
39402,803914
48113,781413
39611,794614
45853,786673
41972,789724
42447,781552
37772,727349
44833,789445
41222,787450
40874,824896
41701,774869
39527,786698
41254,806622
41210,735920
